session,bill_number,title,index_categories,index_descriptions,last_action,url
2021 Regular Session,HB385,AN ACT relating to employment.,Labor and Industry; Labor and Industry; Labor and Industry; Personnel and Employment; Personnel and Employment; Wages and Hours; Workers' Compensation; Agriculture; Agriculture,"Agricultural employers and employees, exemptions, removal of; Wages and hours, exemption for agricultural employers and employees, removal of; Workers' compensation, exemption for employers and employees, removal of; Workers' compensation, exemption for agricultural employers and employees, removal of; Workers' compensation, exemption for domestic servant employees, removal of; Agricultural employers and employees, remove exemptions; Exemptions, for agricultural and domestic servant employees and employers, removal of; Wages and hours, exemption for agricultural employers and employees, removal of; Workers' compensation, exemption for employers and employees, removal of",02/04/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb385.html
2021 Regular Session,HB406,AN ACT relating to unemployment insurance.,Local Mandate; Labor and Industry; Unemployment Compensation; Unemployment Compensation; Workforce,"Unemployment insurance, program changes; Unemployment insurance, program changes; Benefits, qualifications and amounts; Contribution rates, method of determination; Unemployment insurance, program changes",02/09/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb406.html
2021 Regular Session,HB426,AN ACT relating to charitable health care providers.,Health and Medical Services; Health and Medical Services; Insurance; Technical Corrections; Charitable Organizations and Institutions; Charitable Organizations and Institutions,"Charitable health care providers, medical professional liability insurance; Charitable health care providers, registration; Charitable health care providers, medical professional liability insurance; Charitable health care providers, medical professional liability insurance; Charitable health care providers, medical professional liability insurance; Charitable health care providers, registration",02/09/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb426.html
2021 Regular Session,HB467,AN ACT relating to the regulation of cannabis and making an appropriation therefor.,"Courts; Courts; Courts; Crimes and Punishments; Economic Development; Fees; Licensing; Local Government; Police, City and County; Police, State","Marijuana, decriminalization of less than one ounce of; Marijuana, expungement of misdemeanor convictions for; Cannabis development fund, creation of; Marijuana, decriminalization of less than one ounce of; Cannabis business, creation of licensing system for; Cannabis licensees, creation of; Cannabis licensees, creation and regulation of; Cannabis licensees, setting regulatory license fee for; Marijuana, decriminalization of less than one ounce of; Marijuana, decriminalization of less than one ounce of",02/10/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb467.html
2021 Special Session,HB1,AN ACT relating to the delivery of education and care for children and declaring an emergency.,"Teachers; Teachers; Teachers; Teachers; Administrative Regulations and Proceedings; Administrative Regulations and Proceedings; Children and Minors; Education, Elementary and Secondary; Education, Elementary and Secondary; Education, Elementary and Secondary","Background checks, requirements; Emergency substittute certification, requirements; Nontraditional instruction days, staff requirements; Retirement reemployment, requirements; Childcare masking regulation, nullification; School masking regulation, nullification; Childcare masking regulation nullification; Classified staff, instructional activities, performance; Employee background checks, requirements; Nontraditional instruction, staff requirements",09/09/21: identical Senate Bill 1 substituted for this bill,https://apps.legislature.ky.gov/record/21SS/hb1.html
2022 Regular Session,HB4,AN ACT relating to unemployment insurance.,Insurance; Labor and Industry; State Agencies; Unemployment Compensation; Wages and Hours; Short Titles and Popular Names; Jump to Proposed Amendments; House Committee Substitute 1 with Fiscal Impact Statements; House Floor Amendment 1; House Floor Amendment 2,"Unemployment insurance, duration of benefits, shared work benefits, state average unemployment rate; Unemployment insurance, duration of benefits, shared work benefits, state average unemployment rate; Education and Workforce Development Cabinet, unemployment insurance; Reemployment contacts, duration of benefits, shared work benefits, state average unemployment rate; Unemployment insurance, duration of benefits, shared work benefits, state average unemployment rate; Unemployment Insurance Sustainability Act of 2022",03/22/22: delivered to Secretary of State (Acts Ch. 21),https://apps.legislature.ky.gov/record/22rs/hb4.html
2022 Regular Session,HB11,AN ACT relating to civil rights.,Labor and Industry; Landlord and Tenant; Men; Real Estate; Women; Civil Rights; Local Mandate,"Sexual orientation and gender identity, prohibition of discrimination; Sexual orientation and gender identity, prohibition of discrimination; Sexual orientation and gender identity, prohibition of discrimination; Sexual orientation and gender identity, prohibition of discrimination; Sexual orientation and gender identity, prohibition of discrimination; Sexual orientation and gender identity, prohibition of discrimination; Sexual orientation and gender identity, prohibition of discrimination",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb11.html
2022 Regular Session,HB12,AN ACT relating to youth mental health protection and declaring an emergency.,"Effective Dates, Emergency; Mental Health; Occupations and Professions; Physicians and Practitioners; State Agencies; Boards and Commissions; Short Titles and Popular Names","Sexual orientation and gender identity change efforts for minors, prohibition; Sexual orientation and gender identity change efforts for minors, prohibition; Sexual orientation and gender identity change efforts for minors, prohibition; Sexual orientation and gender identity change efforts for minors, prohibition; Department for Public Health, sexual orientation and gender identity change efforts, education; Sexual orientation and gender identity change efforts for minors, prohibition; Youth Mental Health Protection Act",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb12.html
2022 Regular Session,HB20,AN ACT relating to torture of a dog or cat.,"Corrections Impact; Local Mandate; Crimes and Punishments; Criminal Procedure; Dogs; Animals, Livestock, and Poultry; Jump to Proposed Amendments; House Committee Substitute 1 with Fiscal Impact Statements; House Floor Amendment 1","Torture of dog or cat, penalty increasing; Torture of dog or cat, penalty increasing; Torture of dog or cat, penalty increasing; Torture of dog or cat, penalty increasing; Torture, penalty increasing; Dogs and cats, torturing","03/09/22: posted for passage in the Regular Orders of the Day for Thursday, March 10, 2022",https://apps.legislature.ky.gov/record/22rs/hb20.html
2022 Regular Session,HB26,AN ACT relating to state benefits for veterans.,"Education, Elementary and Secondary; Education, Higher; Licensing; Police, State; Veterans; Boards and Commissions; Driver Licensing","Eligible veterans, discharged LGBTQ veterans, inclusion; Children of eligible veterans, discharged LGBTQ veterans, inclusion; Eligible veterans, discharged LGBTQ veterans, inclusion; Hiring preference, eligible veterans, discharged LGBTQ veterans, inclusion; Veteran, definition of, discharged LGBTQ veterans, inclusion; Eligible veterans, discharged LGBTQ veterans, inclusion; Eligible veterans, discharged LGBTQ veterans, inclusion",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb26.html
2022 Regular Session,HB15,AN ACT relating to civil rights.,Labor and Industry; Landlord and Tenant; Local Mandate; Men; Real Estate; Women; Civil Rights,"Sexual orientation and gender identity, prohibition of discrimination; Sexual orientation and gender identity, prohibition of discrimination; Sexual orientation and gender identity, prohibition of discrimination; Sexual orientation and gender identity, prohibition of discrimination; Sexual orientation and gender identity, prohibition of discrimination; Sexual orientation and gender identity, prohibition of discrimination; Sexual orientation and gender identity, prohibition of discrimination",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb15.html
2022 Regular Session,HB31,AN ACT relating to discriminatory practices against a person.,"Education, Elementary and Secondary; Race Relations; Race Relations; Civil Procedure; Civil Rights; Civil Rights; Short Titles and Popular Names","Race and protective hairstyles, discrimination in schools, prohibition in disciplinary codes; Hair texture and hairstyle, expanding the definition of race to include; Race and protective hairstyles, discrimination in schools, prohibition in disciplinary codes; Hair texture and hairstyle, expanding the definition of race to include; Hair texture and hairstyle, expanding the definition of race to include; Race and protective hairstyles, discrimination in schools, prohibition in disciplinary codes; C.R.O.W.N. Act","03/14/22: 2nd reading, to Rules",https://apps.legislature.ky.gov/record/22rs/hb31.html
2022 Regular Session,HB16,AN ACT relating to crimes and punishments.,Corrections Impact; Local Mandate; Crimes and Punishments; Criminal Procedure,"Sodomy in the fourth degree, repeal; Sodomy in the fourth degree, repeal; Sodomy in the fourth degree, repeal; Sodomy in the fourth degree, repeal",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb16.html
2022 Regular Session,HB41,AN ACT relating to maternal mental health.,Health and Medical Services; Hospitals and Nursing Homes; Mental Health; Physicians and Practitioners; Public Health; State Agencies; Women; Medicaid,"Maternity health, mental health awareness, information; Maternity health, mental health awareness, information; Maternity health, mental health awareness, information; Maternity health, mental health awareness, information; Maternity health, mental health awareness, information; Cabinet for Health and Family Services, maternity health, mental health awareness; Maternity health, mental health awareness, information; Maternity health, mental health awareness, information",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb41.html
2022 Regular Session,HB42,AN ACT relating to the establishment of emergency insulin programs and declaring an emergency.,"Diseases; Drugs and Medicines; Effective Dates, Emergency; Pharmacists; State Agencies; State Agencies; State Agencies; Administrative Regulations and Proceedings; Boards and Commissions; Reports Mandated","Diabetes, Urgent-Need and Continuing Access to Insulin Programs, establishment; Urgent-Need and Continuing Access to Insulin Programs, establishment; Urgent-Need and Continuing Access to Insulin Programs, establishment; Urgent-Need and Continuing Access to Insulin Programs, establishment; Board of Pharmacy, Urgent-Need and Continuing Access to Insulin Programs, establishment; Department for Public Health, Urgent-Need and Continuing Access to Insulin Programs; Department of Insurance, Urgent-Need and Continuing Access to Insulin Programs; Board of Pharmacy, Urgent-Need and Continuing Access to Insulin Programs; Board of Pharmacy, Urgent-Need and Continuing Access to Insulin Programs, establishment; Insulin manufacturers, Urgent-Need and Continuing Access to Insulin Programs, requirement",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb42.html
2022 Regular Session,HB47,AN ACT relating to the promotion of organ and bone marrow donation.,"Health and Medical Services; Public Health; Taxation; Taxation, Income--Corporate; Taxation, Income--Individual; Short Titles and Popular Names","Living organ donation, promotion of; Living organ donation, promotion of; Organ donation, income tax credit established for promotion of; Organ donation, tax credit established for promotion of; Organ donation, tax credit established for promotion of; Living Organ and Bone Marrow Donor Assistance Act of 2022",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb47.html
2022 Regular Session,HB22,AN ACT relating to Women Veterans&#39; Appreciation Day.,Historical Affairs; Holidays; Veterans; Women; Commendations and Recognitions,"Women Veterans' Appreciation Day, June 12, designation; Women Veterans' Appreciation Day, June 12, designation; Women Veterans' Appreciation Day, June 12, designation; Women Veterans' Appreciation Day, June 12, designation; Women Veterans' Appreciation Day, June 12, designation",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb22.html
2022 Regular Session,HB59,AN ACT relating to family care leave.,Labor and Industry; Personnel and Employment; Small Business; Wages and Hours; Workforce,"Employee benefits, unpaid family care leave; Employee benefits, unpaid family care leave; Employee benefits, unpaid family care leave; Employee benefits, unpaid family care leave; Employee benefits, unpaid family care leave",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb59.html
2022 Regular Session,HB71,AN ACT relating to animal cruelty.,"Crimes and Punishments; Criminal Procedure; Dogs; Peace Officers and Law Enforcement; Animals, Livestock, and Poultry; Civil Actions; Civil Procedure; Horses and Horse Racing","Animal cruelty, enhanced penalties; Animal cruelty, enhanced penalties; Animal seizure, cost-of-care petition; Animal seizure, cost-of-care petition; Animal seizure, cost-of-care petition; Seized animal cost-of-care petition; Seized animal cost-of-care petition; Animal seizure, cost-of-care petition",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb71.html
2022 Regular Session,HB79,AN ACT relating to mental health.,"Mental Health; Occupational Safety and Health; Peace Officers and Law Enforcement; Police, City and County; Police, State; Public Officers and Employees; Public Safety; Telecommunications; Short Titles and Popular Names; Fiscal Note","Law enforcement, telecommunicators, PTSD training and resources; Law enforcement, telecommunicators, PTSD training and resources; Telecommunicators, PTSD training and resources; Telecommunicators, PTSD training and resources; Telecommunicators, PTSD training and resources; Law enforcement, telecommunicators, PTSD training and resources; Law enforcement, telecommunicators, PTSD training and resources; Law enforcement, telecommunicators, PTSD training and resources; Lifeliner's Act; Telecommunicator, definition",04/08/22: signed by Governor (Acts Ch. 128),https://apps.legislature.ky.gov/record/22rs/hb79.html
2022 Regular Session,HB82,AN ACT relating to consumer protections in health insurance.,"Education, Higher; Federal Laws and Regulations; Insurance, Health; Insurance, Health; State Employees; Administrative Regulations and Proceedings","State postsecondary education institution self-insured employer plans, health plan coverage; Health benefit plan coverage, parity with federal law; Health benefit plans, health benefits coverage; Health benefit plans, insurance eligibility and parity requirements, health status-related factors; State employee health plan, health plan coverage; Department of Insurance, essential health benefits definition",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb82.html
2022 Regular Session,HB98,AN ACT relating to coverage for hepatitis C virus infection testing and treatment in pregnant women.,"Diseases; Education, Higher; Effective Dates, Delayed; Insurance, Health; State Agencies; Medicaid; Children and Minors; Jump to Proposed Amendments; House Floor Amendment 1","Hepatitis C virus infection in pregnant women, coverage requirement; Self-insured employer group health plan, hepatitis C virus infection in pregnant women, coverage; Hepatitis C virus infection in pregnant women, coverage requirement, January 1, 2023; Hepatitis C virus infection in pregnant women, coverage requirement; Employee health insurance, hepatitis C virus infection in pregnant women, coverage requirement; Hepatitis C virus infection in pregnant women, coverage requirement; KCHIP, hepatitis C virus infection in pregnant women, coverage requirement",02/24/22: floor amendment (1) filed,https://apps.legislature.ky.gov/record/22rs/hb98.html
2022 Regular Session,HB53,AN ACT relating to student loan servicers.,"Education, Finance; Education, Higher; Federal Laws and Regulations; Licensing; State Agencies; Administrative Regulations and Proceedings; Banks and Financial Institutions; Reports Mandated; Reports Mandated","Student loan servicing, requirements; Student loan servicing, requirements; Student loan servicers, compliance requirements; Student loan servicers; Department of Financial Institutions, student loan servicer, regulation; Commissioner, Department of Financial Institutions, student loan servicing; Student loan servicers, requirements; Student loan ombudsman, annual report; Student loan servicers, annual report to commissioner",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb53.html
2022 Regular Session,HB100,AN ACT relating to state symbols.,"Dogs; State Symbols and Emblems; Animals, Livestock, and Poultry","Shelter pets, official pets of Kentucky, naming and designating; Shelter pets, official pets of Kentucky, naming and designating; Shelter pets, official pets of Kentucky, naming and designating",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb100.html
2022 Regular Session,HB55,AN ACT relating to coverage of mental health wellness examinations.,"Medicaid; State Employees; Education, Higher; Effective Dates, Delayed; Federal Laws and Regulations; Health and Medical Services; Insurance, Health; Mental Health; Children and Minors","Mental health wellness examination, coverage requirement; Health plan, mental health wellness examination, coverage requirement; Self-insured employer group health plan, mental health wellness examination, coverage requirement; Mental health wellness examination, coverage requirement, January 1, 2023; Mental health wellness examination coverage, parity requirements, compliance with federal law; Mental health wellness examination, coverage requirement; Mental health wellness examination, coverage requirement; Wellness examination, coverage requirement; KCHIP, mental health wellness examination, coverage requirement",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb55.html
2022 Regular Session,HB105,WITHDRAWN - No title available,,,02/15/22: WITHDRAWN,https://apps.legislature.ky.gov/record/22rs/hb105.html
2022 Regular Session,HB115,AN ACT related to a tax credit for educator expense.,"Education, Elementary and Secondary; Taxation; Taxation, Income--Individual; Teachers","Educator expenses tax credit, creation; Educator expense tax credit for income tax, creation; Educator expense tax credit, creation; Educator expense tax credit for income tax, creation",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb115.html
2022 Regular Session,HB127,AN ACT relating to court-ordered mental health treatment.,"Courts, District; Disabilities and the Disabled; Health and Medical Services; Judges and Court Commissioners; Mental Disability; Mental Health; Peace Officers and Law Enforcement; Attorney, County; Jump to Proposed Amendments; House Committee Substitute 1","Assisted outpatient treatment, court orders; Assisted outpatient treatment, severe mental illness, court orders; Assisted outpatient treatment, severe mental illness, court orders; Assisted outpatient treatment, court orders; Assisted outpatient treatment, court orders; Assisted outpatient treatment, court orders; Assisted outpatient treatment, court orders; Patient agreed order, hearing date",03/25/22: signed by Governor (Acts Ch. 32),https://apps.legislature.ky.gov/record/22rs/hb127.html
2022 Regular Session,HB83,AN ACT relating to unemployment insurance.,Local Mandate; Crime Victims; Domestic Relations; Labor and Industry; Unemployment Compensation; Reports Mandated; Votes; Vote History,"Unemployment compensation, workers displaced by domestic violence, abuse, sexual assault, stalking; Unemployment compensation, workers displaced by domestic violence, abuse, sexual assault, stalking; Unemployment compensation, workers displaced by domestic violence, abuse, sexual assault, stalking; Unemployment compensation, workers displaced by domestic violence, abuse, sexual assault, stalking; Benefits for workers displaced by domestic or dating violence and abuse, sexual assault, or stalking; Unemployment insurance, domestic or dating violence, sexual assault, or stalking",03/30/22: to Committee on Committees (S),https://apps.legislature.ky.gov/record/22rs/hb83.html
2022 Regular Session,HB166,AN ACT relating to workers&#39; compensation.,Labor and Industry; Physicians and Practitioners; Workers' Compensation; Coal,"Workers' compensation, evaluations for occupational disease; Occupational diseases, evaluations in workers' compensation, physicians eligible to perform; Occupational diseases, evaluations, physicians eligible to perform; Workers' compensation, evaluations for occupational disease",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb166.html
2022 Regular Session,HB174,AN ACT relating to postpartum Medicaid coverage.,Public Medical Assistance; Women; Medicaid; Jump to Proposed Amendments; Senate Committee Substitute 1; Senate Committee Amendment 1; Senate Floor Amendment 1; Senate Floor Amendment 2; Senate Floor Amendment 3; Senate Floor Amendment 4,"Eligibility, new mothers, establishment; New mothers, Medicaid eligibility, establishment; Eligibility, new mothers, establishment","03/29/22: floor amendment (3) and (5) filed to Committee Substitute, floor amendment (4-title) filed to bill",https://apps.legislature.ky.gov/record/22rs/hb174.html
2022 Regular Session,HB136,AN ACT relating to medicinal cannabis and making an appropriation therefor.,"Fiscal Note; Corrections Impact; Disabilities and the Disabled; Diseases; Drugs and Medicines; Effective Dates, Delayed; Federal Laws and Regulations; Health and Medical Services; Hospitals and Nursing Homes; Licensing","Medicinal cannabis program, establishment; Medicinal cammabis program, establishment; Medicinal cannabis program, establishment; Medicinal cannabis program, establishment; Medicinal cannabis program, establishment; Medicinal cannabis program, portions to begin January 1, 2023; Medicinal cannabis program, establishment; Medicinal cannabis program, establishment; Medicinal cannabis program, establishment; Medicinal cannabis program, establishment",03/29/22: to Health &amp; Welfare (S),https://apps.legislature.ky.gov/record/22rs/hb136.html
2022 Regular Session,HB182,AN ACT relating to health plan waiting periods.,"Insurance, Health; Labor and Industry; Workforce; Insurance","Employer-sponsored health plans, waiting periods, prohibition; Employer-sponsored health plans, waiting periods, prohibition; Employer-sponsored health plans, waiting periods, prohibition; Employer-sponsored health plans, waiting periods, prohibition",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb182.html
2022 Regular Session,HB173,AN ACT relating to Medicaid coverage for postpartum behavioral healthcare.,Mental Health; Public Medical Assistance; State Agencies; Women; Medicaid,"Postpartum behavioral health services, Medicaid coverage, requirement; Postpartum behavioral health services, coverage, requirement; Department for Medicaid Services, postpartum behavioral health services, coverage; Postpartum behavioral health services, Medicaid coverage, requirement; Postpartum behavioral health services, coverage, requirement",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb173.html
2022 Regular Session,HB181,AN ACT proposing an amendment to Section 226 of the Constitution of Kentucky relating to casino gaming.,Local Mandate; Labor and Industry; Personnel and Employment; Wages and Hours,"Earned paid sick leave provided by employers, requirement; Earned paid sick leave provided by employers, requirement; Earned paid sick leave provided by employers, requirement; Earned paid sick leave provided by employers, requirement",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb181.html
2021 Regular Session,HB99,AN ACT relating to the safety of canines and felines.,"Dogs; Motor Vehicles; Safety; Animals, Livestock, and Poultry; Civil Actions; Civil Procedure","Danger of death, removal from vehicle, civil immunity; Damage, civil immunity, removal of dog or cat; Dog or cat in vehicle, removal, civil immunity; Danger of death, dog or cat, removal from vehicle, civil immunity; Immunity, vehicle damage, removal of dog or cat in danger of death; Immunity, vehicle damage, removal of dog or cat in danger of death",01/05/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb99.html
2022 Regular Session,HB209,"AN ACT relating to salary increments for state employees, making an appropriation therefor, and declaring an emergency.","Effective Dates, Emergency; Public Officers and Employees; Public Salaries; State Employees; Appropriations; Budget and Financial Administration","Appropriation, salary increment for state employees; Appropriation, salary increment for state employees; Appropriation, salary increment for state employees; Salary increment; Salary increment for state employees; Appropriation, salary increment for state employees",01/05/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb209.html
2022 Regular Session,HB163,AN ACT relating to the taxation of retirement distributions.,"Retirement and Pensions; Taxation; Taxation, Income--Individual","Individual income tax, retirement distribution exclusion; Individual income, retirement distribution exclusion; Retirement distribution exclusion",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb163.html
2022 Regular Session,HB235,AN ACT relating to soil conservation and making an appropriation therefor.,Environment and Conservation; Forests and Forestry; Pollution; Water Supply; Agriculture; Appropriations,"Healthy Soils Program, Healthy Soils Program fund, Division of Conservation, establishment; Healthy soil practices, Division of Conservation, requirements for director; Healthy Soils Program, Healthy Soils Program fund, Division of Conservation, establishment; Watershed health and biodiversity, conservation district goals; Healthy Soils Program, funding for farmers; Healthy Soils Program, funding for farmers",01/06/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb235.html
2022 Regular Session,HB258,AN ACT relating to operating a motor vehicle.,"Motor Vehicles; Police, City and County; Police, State; Traffic Safety; Transportation; Telecommunications; Short Titles and Popular Names; Driver Licensing","Personal communication device, use by driver, prohibition; Personal communication device, use by driver, prohibition; Personal communication device, use by driver, prohibition; Personal communication device, use by driver, prohibition; Personal communication device, use by driver, prohibition; Personal communication device, use by driver, prohibition; Phone-Down Kentucky Act; Personal communication device, use by driver, prohibition",03/22/22: to Banking &amp; Insurance (H),https://apps.legislature.ky.gov/record/22rs/hb258.html
2021 Regular Session,HB284,AN ACT relating to bereavement medical leave for loss of an infant.,Deaths; Parental Rights; Wages and Hours,"Bereavement, vacation leave, sick leave, parent, child, family, death; Bereavement, vacation leave, sick leave, parent, child, family, death; Bereavement, vacation leave, sick leave, parent, child, family, death",02/02/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb284.html
2022 Regular Session,HB269,AN ACT relating to mental illness.,Corrections Impact; Crimes and Punishments; Criminal Procedure; Deaths; Mental Disability; Mental Health; Votes; Vote History,"Capital offense, executions, mental illness exemption; Capital offense, executions, mental illness exemption; Capital offense, executions, mental illness exemption; Capital offense, executions, mental illness exemption; Capital offense, executions, mental illness exemption; Capital offense, executions, mental illness exemption",04/08/22: signed by Governor (Acts Ch. 109),https://apps.legislature.ky.gov/record/22rs/hb269.html
2022 Regular Session,HB326,AN ACT relating to the Honor and Remember flag.,Local Government; Military Affairs and Civil Defense; State Agencies; State Symbols and Emblems; Veterans; Votes; Vote History,"Honor and Remember flag, emblem of remembrance, designation; Honor and Remember flag, emblem of remembrance, designation; Honor and Remember flag, emblem of remembrance, designation; Honor and Remember flag, emblem of remembrance, designation; Honor and Remember flag, emblem of remembrance, designation","03/03/22: to Veterans, Military Affairs, &amp; Public Protection (S)",https://apps.legislature.ky.gov/record/22rs/hb326.html
2021 Regular Session,HB298,AN ACT relating to reproductive health services.,"Drugs and Medicines; Insurance, Health; Reproductive Issues; Reproductive Issues; State Agencies; State Employees; Medicaid; Medicaid; Children and Minors; Reports Mandated","Long-acting reversible contraception, coverage; Long-acting reversible contraception, coverage; Family planning services, Medicaid waiver; Long-acting reversible contraception, coverage; Cabinet for Health and Family Services, Medicaid, waiver application, family planning services; Health plan, long-acting reversible contraception, coverage; Family planning services, waiver application; Long-acting reversible contraception, coverage; Kentucky Children's Health Insurance Program, long-acting reversible contraception, coverage; Cabinet for Health and Family Services, Medicaid waiver, family planning services",02/02/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb298.html
2021 Regular Session,HB293,AN ACT relating to the Perinatal Advisory Committee.,Health and Medical Services; State Agencies; Women; Children and Minors,"Perinatal care, advisory committee, establishment; Cabinet for Health and Family Services, perinatal care, advisory committee, establishment; Perinatal care, advisory committee, establishment; Perinatal care, advisory committee, establishment",02/02/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb293.html
2022 Regular Session,HB369,WITHDRAWN - No title available,,,01/28/22: WITHDRAWN,https://apps.legislature.ky.gov/record/22rs/hb369.html
2022 Regular Session,HB354,AN ACT relating to prescriptive authority and making an appropriation therefor.,Drugs and Medicines; Health and Medical Services; Licensing; Nurses; Occupations and Professions; Physicians and Practitioners; Boards and Commissions; Boards and Commissions; Administrative Regulations and Proceedings; Jump to Proposed Amendments,"Controlled Substance Prescribing Boards Advisory Council, creation; Advanced practice registered nurses, prescriptive authority; Licensed advanced practice registered nurses, prescriptive authority; Advanced practice registered nurses, prescriptive authority; Advanced practice registered nurses, prescriptive authority; Advanced practice registered nurses, prescriptive authority; Controlled Substance Prescribing Boards Advisory Council, creation; Nursing board, advanced practice registered nurse licensees, prescriptive authority; Kentucky Board of Nursing, determination of license in good standing",03/29/22: to Licensing &amp; Occupations (S),https://apps.legislature.ky.gov/record/22rs/hb354.html
2022 Regular Session,HB384,AN ACT relating to the Teachers&#39; Retirement System and declaring an emergency.,"Public Officers and Employees; Retirement and Pensions; Teachers; Effective Dates, Emergency; Actuarial Analysis","Teachers' Retirement System, repeal provisions of 2021 RS HB 258 relating to new teacher benefits; Teachers' Retirement System, repeal provisions of 2021 RS HB 258 relating to new teacher benefits; Teachers' Retirement System, repeal provisions of 2021 RS HB 258 relating to new teacher benefits; Teachers' Retirement System, repeal provisions of 2021 RS HB 258 relating to new teacher benefits; Teachers' Retirement System, repeal provisions of 2021 RS HB 258 relating to new teacher benefits",01/27/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb384.html
2022 Regular Session,HB475,AN ACT proposing an amendment to Section 181 of the Constitution of Kentucky relating to the General Assembly&#39;s authority over local revenue options.,"County Clerks; Elections and Voting; Secretary of State; Taxation; Cities; Constitution, Ky.; Counties; Local Mandate; Jump to Proposed Amendments; House Floor Amendment 1","Constitutional amendment, local taxes, submit to voters for ratification or rejection; Constitutional amendment, local taxes, submit to voters for ratification or rejections; Constitutional amendment, local taxes, submit to voters for ratification or rejection; Revenues, cities and counties, authority set by General Assembly, proposed constitutional amendment; Revenues, authority set by General Assembly, proposed constitutional amendment; Revenues, authority set by General Assembly, cities and counties; Revenues, authority set by General Assembly, proposed constitutional amendment; Constitutional amendment, local taxes, submit to voters",04/13/22: returned to Appropriations &amp; Revenue (S),https://apps.legislature.ky.gov/record/22rs/hb475.html
2022 Regular Session,HB464,AN ACT relating to childhood sexual assault or abuse.,Crime Victims; Children and Minors; Civil Actions,"Statute of limitations, civil actions, childhood sexual assault or abuse; Statute of limitations, civil actions, childhood sexual assault or abuse; Statute of limitations, childhood sexual assault or abuse",02/08/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb464.html
2022 Regular Session,HB500,AN ACT relating to the sale of alcoholic beverages and declaring an emergency.,Distilled Spirits; Fees; Licensing; Malt Beverages; Trade Practices and Retailing; Wines and Wineries; Alcoholic Beverages; Jump to Proposed Amendments; House Committee Substitute 1; House Committee Amendment 1,"Distiller sales, private selection packages and barrel-aged cocktails; Alcoholic beverage sales, licensing; Distiller sales, private selection packages and barrel-aged cocktails; Microbreweries, distillers, jointly branded souvenir packages; Distiller sales, private selection packages and barrel-aged cocktails; Direct shipping, sample quantity limits; Distiller sales, private selection packages and barrel-aged cocktails",03/29/22: signed by Governor (Acts Ch. 39),https://apps.legislature.ky.gov/record/22rs/hb500.html
